relationship_id	type	start_id	end_id	properties	file_name
15609	produce	22	3172	"{""temperature"": ""35°C"", ""ph"": ""6.5"", ""substrate"": ""fructose"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ijhydene.2014.02.077.yml
15610	catalysis	3172	217	"{""ph"": ""6.5"", ""temperature"": ""35°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.ijhydene.2014.02.077.yml
15611	produce	225	1984	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""rice-koji"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	10.1016%2fj.jbiosc.2014.02.004.yml
15612	produce	225	6478	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""rice-koji"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.jbiosc.2014.02.004.yml
15613	produce	225	336	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""rice-koji"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": null, ""quantitative_value"": null}"	10.1016%2fj.jbiosc.2014.02.004.yml
15614	catalysis	1984	2295	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiosc.2014.02.004.yml
15615	catalysis	6478	2295	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiosc.2014.02.004.yml
15616	catalysis	336	2295	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiosc.2014.02.004.yml
15617	produce	62	195	"{""temperature"": ""43-46°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	gomes-2007-use_of_selected_indigenous__i_sacch.yml
15618	produce	196	6479	"{""temperature"": ""28°C"", ""ph"": ""3.8"", ""substrate"": ""kiwifruit pulp fluid"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	wu-2024-synergistic_fermentation_of__i_pichia.yml
15619	catalysis	6479	10	"{""ph"": ""3.8"", ""temperature"": ""28°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	wu-2024-synergistic_fermentation_of__i_pichia.yml
15620	catalysis	4608	6480	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": ""11.4 mM"", ""substrate"": null}"	becker-2000-hydrolyses_of_α-_and_β-cellobiosyl.yml
15621	catalysis	4608	6480	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": ""4.8 mM"", ""substrate"": null}"	becker-2000-hydrolyses_of_α-_and_β-cellobiosyl.yml
15622	produce	62	6481	"{""temperature"": ""37°C"", ""ph"": ""8.0"", ""substrate"": ""ethanol"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	chen-2012-_i_saccharomyces_cerevisiae__i__poss.yml
15623	produce	62	6481	"{""temperature"": ""37°C"", ""ph"": ""8.0"", ""substrate"": ""hydrogen peroxide"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	chen-2012-_i_saccharomyces_cerevisiae__i__poss.yml
15624	catalysis	6481	6482	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	chen-2012-_i_saccharomyces_cerevisiae__i__poss.yml
15625	produce	3	2	"{""temperature"": null, ""ph"": null, ""substrate"": ""Avicel"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": ""glucose"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	wang-2021-interdependent_recruitment_of_cyc8_t.yml
15626	produce	3	190	"{""temperature"": null, ""ph"": null, ""substrate"": ""Avicel"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": ""glucose"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	wang-2021-interdependent_recruitment_of_cyc8_t.yml
15627	produce	3	174	"{""temperature"": null, ""ph"": null, ""substrate"": ""Avicel"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": ""glucose"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	wang-2021-interdependent_recruitment_of_cyc8_t.yml
15628	catalysis	2	21	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	wang-2021-interdependent_recruitment_of_cyc8_t.yml
15629	catalysis	190	395	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	wang-2021-interdependent_recruitment_of_cyc8_t.yml
15630	catalysis	174	395	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	wang-2021-interdependent_recruitment_of_cyc8_t.yml
15631	produce	62	1343	"{""temperature"": null, ""ph"": null, ""substrate"": ""starch"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	williams-1991-effects_of_the_inclusion_of_yeas.yml
15632	catalysis	1343	181	"{""ph"": null, ""temperature"": ""ruminal conditions"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	williams-1991-effects_of_the_inclusion_of_yeas.yml
15633	produce	115	280	"{""temperature"": null, ""ph"": null, ""substrate"": ""feed proteins"", ""incubation_period"": null, ""medium"": ""feed"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.3382%2fps.2008-00224.yml
15634	produce	115	413	"{""temperature"": null, ""ph"": null, ""substrate"": ""feed proteins"", ""incubation_period"": null, ""medium"": ""feed"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.3382%2fps.2008-00224.yml
15635	produce	115	281	"{""temperature"": null, ""ph"": null, ""substrate"": ""feed proteins"", ""incubation_period"": null, ""medium"": ""feed"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.3382%2fps.2008-00224.yml
15636	catalysis	280	6483	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.3382%2fps.2008-00224.yml
15637	catalysis	413	6483	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.3382%2fps.2008-00224.yml
15638	catalysis	281	6483	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.3382%2fps.2008-00224.yml
15639	produce	22	1334	"{""temperature"": ""60°C"", ""ph"": ""10.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	10.1002%2fjsfa.1301.yml
15640	catalysis	1334	6484	"{""ph"": null, ""temperature"": ""80-100°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1002%2fjsfa.1301.yml
15641	produce	62	195	"{""temperature"": ""50°C"", ""ph"": null, ""substrate"": ""FOS"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	laurent-2021-small_differences_in__i_suc__i__g.yml
15642	produce	62	195	"{""temperature"": ""50°C"", ""ph"": null, ""substrate"": ""Fibruline"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	laurent-2021-small_differences_in__i_suc__i__g.yml
15643	catalysis	195	5258	"{""ph"": null, ""temperature"": ""50°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	laurent-2021-small_differences_in__i_suc__i__g.yml
15644	catalysis	195	6485	"{""ph"": null, ""temperature"": ""50°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	laurent-2021-small_differences_in__i_suc__i__g.yml
15645	produce	159	60	"{""temperature"": ""30°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": ""48 h"", ""medium"": ""glucose medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	thitiprasert-2011-in_vivo_regulation_of_alcoho.yml
15646	produce	159	179	"{""temperature"": ""30°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": ""48 h"", ""medium"": ""glucose medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	thitiprasert-2011-in_vivo_regulation_of_alcoho.yml
15647	catalysis	60	346	"{""ph"": ""7.0"", ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	thitiprasert-2011-in_vivo_regulation_of_alcoho.yml
15648	catalysis	179	915	"{""ph"": ""7.0"", ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	thitiprasert-2011-in_vivo_regulation_of_alcoho.yml
15649	produce	22	1240	"{""temperature"": ""35°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""initial fermentation medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": ""400 rpm"", ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2015-metabolic_engineering_of_escherichia_c.yml
15650	produce	22	6486	"{""temperature"": ""35°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""initial fermentation medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": ""400 rpm"", ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2015-metabolic_engineering_of_escherichia_c.yml
15651	produce	22	6487	"{""temperature"": ""35°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""initial fermentation medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": ""400 rpm"", ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2015-metabolic_engineering_of_escherichia_c.yml
15652	produce	22	6488	"{""temperature"": ""35°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""initial fermentation medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": ""400 rpm"", ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2015-metabolic_engineering_of_escherichia_c.yml
15653	catalysis	1240	4	"{""ph"": ""7.0"", ""temperature"": ""35°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	xu-2015-metabolic_engineering_of_escherichia_c.yml
15654	catalysis	6486	4	"{""ph"": ""7.0"", ""temperature"": ""35°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	xu-2015-metabolic_engineering_of_escherichia_c.yml
15655	catalysis	6487	4	"{""ph"": ""7.0"", ""temperature"": ""35°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	xu-2015-metabolic_engineering_of_escherichia_c.yml
15656	catalysis	6488	4	"{""ph"": ""7.0"", ""temperature"": ""35°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	xu-2015-metabolic_engineering_of_escherichia_c.yml
15657	produce	178	1611	"{""temperature"": null, ""ph"": null, ""substrate"": ""glucose"", ""incubation_period"": ""4 h"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	evans-2000-effects_of_thymol_on_ruminal_microo.yml
